Object_ID,Funding Agency,Year,State,City,Grantee,Awarded Funds,Spent Funds (if applicable) ,"Classification 1: Project Type, primary code (a)","Classification 1: Project Type, primary code (b)","Classification 1: Project Type, primary code (c)","Classification 1: Project Type, secondary code (a)","Classification 1: Project Type, secondary code (b)","Classification 1: Project Type, secondary code (c)",Classification 2: Infrastructure type (I),Classification 2: Infrastructure type (II),Classification 3: Industrial Sector (i),Classification 3: Industrial Sector (ii),Project Title,Award ID,count,FIPS,fips2,County,PctPopChg_09to19,PctChange_MiningEmploy_09to15,mine emply bands,NewMineFlag_09to15,NonMiningFlag_09to15,ARC_Flag,Status,AvgUnempRate_3yr,PerCapMktInc,PovertyRt_5yr,AvgUnemp_PctOfUS_3yr,PCMI_pctOfUs,PovRt_PercOfUS,IndexValueRank,Quartile,EMPTHREEYEAR,UNEMPTHREEYEAR,BEAPOP,PoveryPop_5YrMean
314,EDA,2017,Utah,Woods Cross,FutureINDesign,800000,,Education and Workforce Development,,,Infrastructure Investment;Training Program,,,Equipment and Materials,,multi-sector,,,057905879,1,49011,49011,Davis County,0.15988697431145363,0.0,0.0,0,1,,Competitive,4.3,34379.0,7.8,59.1,90.2,50.1,330.0,1.0,145895.0,6486.0,329692.0,24683.0
313,EDA,2020,Utah,Castle Dale,County of Emery,200000,,Business Development,,,Infrastructure Investment,,,Equipment and Materials,,energy,,,057905970,1,49015,49015,Emery County,-0.08782798833819241,-0.6787878787878788,-0.6787878787878788,0,0,,Transitional,5.8,21902.0,12.9,120.8,51.1,88.8,2124.0,3.0,4065.0,252.0,10077.0,1339.0
312,EDA,2016,Utah,Salt Lake City,University of Utah,790118,790118.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Alternative coal product research and development,,,057905831,1,49035,49035,Salt Lake County,0.1270153595136235,0.0,0.0,0,1,,Competitive,5.3,37075.0,12.7,65.1,99.9,82.5,619.0,1.0,534349.0,29862.0,1079721.0,131033.0
335,ARC,2019,Virginia,Millboro,BARC Electric Cooperative,1000000,,Economic Asset Development,,,Infrastructure Investment,,,Broadband,,,,BARC Rural Economic Development via Broadband,,1,51017,51017,Bath County,-0.12344113295286409,0.0,0.0,0,1,ARC,Competitive,4.1,40699.0,8.4,75.0,100.0,55.4,328.0,1.0,2440.0,104.0,4476.0,373.0
336,ARC,2019,Virginia,,Bland County,459764,,Economic Asset Development,,,Infrastructure Investment,,,Broadband,,,,Bland County Broadband Deployment,,1,51029,51029,Bland County,0.00011664528169835531,0.0,0.0,0,1,,At-Risk,6.0,19326.0,17.6,111.1,47.5,116.4,2455.0,4.0,5914.0,380.0,17048.0,2632.0
327,ARC,2017,Virginia,Fries,"Grayson LandCare, Inc.",34750,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Workforce Training Program Planning,,,,,"Forestry, Farming",,Blue Ridge Plateau Abattoir Regional Partnership,,1,51077,51077,Grayson County,0.0010944440867829781,0.0,0.0,0,1,ARC,At-Risk,9.0,19693.0,20.2,124.4,51.7,129.7,2591.0,4.0,6419.0,632.0,15093.0,3019.0
344,ARC,2020,Virginia,Collinsville,Henry County,1500000,,Business Development,,,Infrastructure Investment,,,Energy Infrastructure,,,,Site Improvements at Commonwealth Crossing Business Centre (CCBC),ARC20C20061,1,51089,51089,Henry County,-0.06636996546693505,0.0,0.0,0,1,ARC,At-Risk,6.0,24934.0,20.1,125.0,58.2,138.0,2402.0,4.0,25919.0,1665.0,64369.0,12896.0
332,ARC,2017,Virginia,Christiansburg,Virginia Community Capital,2500000,,Business Development,,,Access to Capital;Technical Assistance;Market Development,,,,,Undefined/nonspecific,,Impact Appalachia: A Market-Making Fund,,1,51121,51121,Montgomery County,0.043891431477243836,0.0,0.0,0,1,ARC,Transitional,5.8,26199.0,27.5,80.6,68.7,176.5,2255.0,3.0,54685.0,3368.0,114890.0,27599.0
338,ARC,2019,Virginia,Christiansburg,Appalachian Community Capital,1039500,,Business Development,,,Technical Assistance,,,,,Undefined/nonspecific,,Opportunity Appalachia,ARC19C19709,1,51121,51121,Montgomery County,0.043891431477243836,0.0,0.0,0,1,ARC,Transitional,4.7,28020.0,26.2,86.5,68.9,173.2,2159.0,3.0,55386.0,2732.0,116085.0,26771.0
331,ARC,2017,Virginia,Christiansburg,Virginia Community Capital,800000,,Business Development,,,Technical Assistance;Access to Capital,,,,,Undefined/nonspecific,,New Economy Loan Fund,,1,51121,51121,Montgomery County,0.043891431477243836,0.0,0.0,0,1,ARC,Transitional,5.8,26199.0,27.5,80.6,68.7,176.5,2255.0,3.0,54685.0,3368.0,114890.0,27599.0
346,ARC,2020,Virginia,Fairlawn,New River Valley Regional Commission,32940,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Infrastructure Investment,,,Trail Construction,,Tourism/hospitality industry/outdoor recreation,,New River Water Trail Expansion Strategic Plan,ARC20C20090,1,51155,51155,Pulaski County,-0.024231475108969946,0.0,0.0,0,1,ARC,Transitional,5.5,27519.0,13.9,113.3,64.2,95.4,1714.0,3.0,15382.0,891.0,34184.0,4623.0
330,ARC,2017,Virginia,Lebanon,"Virginia Coalfield Coalition, Inc.",61603,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,,,Virginia Coalfields Telecommunications Planning Grant,,1,51167,51167,Russell County,-0.07997369969200956,-0.7301587301587301,-0.7301587301587301,0,0,ARC,At-Risk,8.4,20413.0,18.7,116.2,53.6,119.7,2431.0,4.0,10610.0,969.0,28023.0,5249.0
342,ARC,2019,Virginia,Lebanon,Southwest Virginia Workforce Development Board,1500000,,Health,Education and Workforce Development,,Substance Abuse Program,Training Program,,,,Undefined/nonspecific,,Recovery Opportunities and Pathways to Employment Success (ROPES),ARC19C19716,1,51167,51167,Russell County,-0.07997369969200956,-0.7301587301587301,-0.7301587301587301,0,0,ARC,At-Risk,7.0,20863.0,17.0,128.5,51.3,112.7,2437.0,4.0,10499.0,788.0,27370.0,4710.0
345,ARC,2020,Virginia,Duffield,LENOWISCO Planning District Commission,50000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,,,Tri-State Broadband Infrastructure Feasibility Study,ARC20C20099,1,51169,51169,Scott County,-0.06950856452517581,-1.0,-1.0,0,0,ARC,At-Risk,4.7,20628.0,17.7,97.9,48.1,121.2,2345.0,4.0,8989.0,446.0,21865.0,3797.0
333,ARC,2018,Virginia,Duffield,LENOWISCO Planning District Commission,917315,,Economic Asset Development,,,Infrastructure Investment,,,Site Preparation,,,,Project Intersection,,1,51169,51169,Scott County,-0.06950856452517581,-1.0,-1.0,0,0,ARC,At-Risk,6.0,19579.0,20.2,95.4,49.2,130.4,2424.0,4.0,9246.0,588.0,22126.0,4406.0
340,ARC,2019,Virginia,Duffield,LENOWISCO Planning District Commission,50000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Water/Wastewater,,,,Technology Innovation Ecosystem for Rural Water Systems,ARC19C19703,1,51169,51169,Scott County,-0.06950856452517581,-1.0,-1.0,0,0,ARC,At-Risk,5.3,19723.0,20.1,97.3,48.5,133.3,2446.0,4.0,9078.0,507.0,21930.0,4355.0
315,EDA,2020,Virginia,Duffield,LENOWISCO Planning District Commission,150000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,energy,,,016915033,1,51169,51169,Scott County,-0.06950856452517581,-1.0,-1.0,0,0,ARC,At-Risk,4.7,20628.0,17.7,97.9,48.1,121.2,2345.0,4.0,8989.0,446.0,21865.0,3797.0
341,ARC,2019,Virginia,Cedar Bluff,Southwest Virginia Community College,588072,,Education and Workforce Development,,,Training Program,,,,,automobile technician certification,,SWCC Automotive Service Excellence Center,ARC19C19722,1,51185,51185,Tazewell County,-0.09944984249523049,-0.06310679611650485,-0.06310679611650485,0,0,ARC,At-Risk,7.7,22242.0,17.8,141.9,54.7,118.0,2483.0,4.0,15322.0,1280.0,42150.0,7466.0
324,ARC,2016,Virginia,Cedar Bluff,Southwest Virginia Community College,1420219,,Education and Workforce Development,Business Development,,Training Program,Technical Assistance,,,,Cybersecurity,,Southwest Virginia Regional Cybersecurity Initiative,,1,51185,51185,Tazewell County,-0.09944984249523049,-0.06310679611650485,-0.06310679611650485,0,0,ARC,Transitional,7.0,24021.0,18.3,85.7,64.7,119.1,1910.0,3.0,19003.0,1423.0,44103.0,7942.0
325,ARC,2016,Virginia,Cedar Bluff,Southwest Virginia Community College,1417375,,Education and Workforce Development,,,Training Program,,,,,Multi-sector/multi-career prep,,REDI Center for Dislocated Coal Miners,,1,51185,51185,Tazewell County,-0.09944984249523049,-0.06310679611650485,-0.06310679611650485,0,0,ARC,Transitional,7.0,24021.0,18.3,85.7,64.7,119.1,1910.0,3.0,19003.0,1423.0,44103.0,7942.0
320,ARC,2016,Virginia,Abingdon,Appalachian Sustainable Development,1500000,,Business Development,,,Entrepreneurial Support;Technical Assistance;Infrastructure Investment,,,Equipment and Materials,,"Forestry, Farming",,The Central Appalachian Food Enterprise Corridor,,1,51191,51191,Washington County,-0.020701217289889932,0.0,0.0,0,1,ARC,Transitional,7.6,27530.0,14.3,93.1,74.2,92.9,1463.0,2.0,33394.0,2734.0,72248.0,10074.0
321,ARC,2016,Virginia,Abingdon,Friends of Southwest Virginia,3000000,,Economic Asset Development,,,Infrastructure Investment,,,Trail Construction,Building Construction/Renovation,Tourism/hospitality industry/outdoor recreation,,Building Appalachian Spring: Growing the Economy of Southwest Virginia,,1,51191,51191,Washington County,-0.020701217289889932,0.0,0.0,0,1,ARC,Transitional,7.6,27530.0,14.3,93.1,74.2,92.9,1463.0,2.0,33394.0,2734.0,72248.0,10074.0
334,ARC,2019,Virginia,Abingdon,Appalachian Sustainable Development,1250000,,Business Development,,,Technical Assistance;Market Development,,,,,Food industry,,Seed-to-Sale: Strengthening the Central Appalachian Food Corridor,,1,51191,51191,Washington County,-0.020701217289889932,0.0,0.0,0,1,ARC,Transitional,5.2,29023.0,15.9,94.9,71.3,104.9,1491.0,2.0,32962.0,1792.0,71174.0,11067.0
323,ARC,2016,Virginia,Abingdon,Southwest Virginia Alliance for Manufacturing,1307650,,Business Development,,,Technical Assistance,,,,,manufacturing,,The Heart of Appalachia Economic Transition Project,,1,51191,51191,Washington County,-0.020701217289889932,0.0,0.0,0,1,ARC,Transitional,7.6,27530.0,14.3,93.1,74.2,92.9,1463.0,2.0,33394.0,2734.0,72248.0,10074.0
329,ARC,2017,Virginia,Abingdon,Round the Mountain: Southwest Virginia's Artisan Network,11108,,Leadership and community capacity development,,,Investment in Leadership/Community Resources,,,,,multi-sector,,"Grant-Writing Assistance for ""A Bolder Brew, a Brighter Bouquet: Strengthening the Craft Beverage Cluster Across Southwest Virginia""",,1,51191,51191,Washington County,-0.020701217289889932,0.0,0.0,0,1,ARC,Transitional,6.4,31056.0,14.1,89.2,81.5,90.2,1173.0,2.0,33515.0,2301.0,71913.0,9945.0
337,ARC,2019,Virginia,Abingdon,People Incorporated Financial Services,486769,,Business Development,Leadership and community capacity development,,Entrepreneurial Support;Technical Assistance,Investment in Leadership/Community Resources,,,,Multi-sector/multi-career prep,,New Market Tax Credit Project Growth in Appalachia,,1,51191,51191,Washington County,-0.020701217289889932,0.0,0.0,0,1,ARC,Transitional,5.2,29023.0,15.9,94.9,71.3,104.9,1491.0,2.0,32962.0,1792.0,71174.0,11067.0
316,EDA,2015,Virginia,Abingdon,Friends of Southwest Virginia,275000,275000.0,Economic Asset Development,,,Outdoor/Recreational Development,,,,,tourism,,RESOURCE-FULL: A Consortium Approach to Workforce and Economic Development in Southwest Virginia.,017914696,1,51191,51191,Washington County,-0.020701217289889932,0.0,0.0,0,1,ARC,Transitional,8.2,27761.0,14.9,92.8,76.6,99.8,1445.0,2.0,32924.0,2959.0,72852.0,10466.0
319,ARC,2015,Virginia,Abingdon,Friends of Southwest Virginia,75000,75000.0,Economic Asset Development,,,Outdoor/Recreational Development,,,,,Tourism/hospitality industry/outdoor recreation,,RESOURCE-FULL: A Consortium Approach to Workforce and Economic Development in Southwest Virginia,CO-18311,1,51191,51191,Washington County,-0.020701217289889932,0.0,0.0,0,1,ARC,Transitional,8.2,27761.0,14.9,92.8,76.6,99.8,1445.0,2.0,32924.0,2959.0,72852.0,10466.0
339,ARC,2019,Virginia,Abingdon,Friends of Southwest Virginia,100000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Tourism/hospitality industry/outdoor recreation,,"Building POWERful Economic Diversity and Sustainability within Appalachian
 Communities",ARC19C19479,1,51191,51191,Washington County,-0.020701217289889932,0.0,0.0,0,1,ARC,Transitional,5.2,29023.0,15.9,94.9,71.3,104.9,1491.0,2.0,32962.0,1792.0,71174.0,11067.0
322,ARC,2016,Virginia,Wise,Industrial Development Authority,2220000,,Education and Workforce Development,,,Training Program,,,,,Aviation/aerospace,,Virginia Emerging Drone Industry Cluster Project,,1,51195,51195,Wise County,-0.09816172922898775,-0.5904664274730907,-0.5904664274730907,0,0,ARC,At-Risk,7.8,19748.0,21.5,96.0,53.2,140.2,2507.0,4.0,18690.0,1581.0,44606.0,9081.0
348,ARC,2020,Virginia,Wise,St. Mary's Health Wagon (The Health Wagon),793500,,Health,,,Substance Abuse Program,,,,,"Health, social services",,Southwest Virginia Medication-Assisted Treatment Services,ARC20C20059,1,51195,51195,Wise County,-0.09816172922898775,-0.5904664274730907,-0.5904664274730907,0,0,ARC,Distressed,7.7,19151.0,20.5,159.9,44.7,140.6,2859.0,4.0,13834.0,1159.0,42522.0,8295.0
328,ARC,2017,Virginia,Big Stone Gap,Mountain Empire Community College,950000,,Education and Workforce Development,,,Training Program,,,,,Industrial electrical,,Power Linemen Career Education,,1,51195,51195,Wise County,-0.09816172922898775,-0.5904664274730907,-0.5904664274730907,0,0,ARC,Distressed,9.3,17700.0,22.0,128.8,46.4,140.8,2808.0,4.0,15491.0,1584.0,43966.0,9180.0
326,ARC,2017,Virginia,Norton,Appalachian Voices,99670,,Education and Workforce Development,,,Infrastructure Investment,,,Energy Infrastructure,,Energy,,Southwest Virginia Renewable Energy and Economy,,1,51720,51195,City of Norton,-0.09816172922898775,0.0,0.0,0,1,ARC,Distressed,9.3,17700.0,22.0,128.8,46.4,140.8,2808.0,4.0,15491.0,1584.0,43966.0,9180.0
347,ARC,2020,Virginia,Radford,New River/Mount Rogers Workforce Development Area Consortium Board,1494000,,Health,Leadership and community capacity development,,Substance Abuse Program,Investment in Community Public Services,,,,"Health, social services",,Pathways to a Strong and Healthy Region,ARC20C20060,1,51750,51121,City of Radford,0.043891431477243836,0.0,0.0,0,1,ARC,Transitional,4.3,29846.0,25.7,88.9,69.6,176.2,2165.0,3.0,55532.0,2491.0,116217.0,26435.0
343,ARC,2020,Virginia,Richmond,Center for Rural Virginia,39755,,Leadership and community capacity development,,,Investment in Leadership/Community Resources,,,,,Government/civil service,,Virginia Rural Leaders Institute (VRLI),ARC20C20096,1,51760,51760,City of Richmond,0.1284045168303838,0.0,0.0,0,1,,Transitional,4.8,44993.0,25.2,98.4,105.0,172.8,1738.0,3.0,109149.0,5449.0,227032.0,52942.0
317,ETA,2016,Virginia,Richmond,Virginia Community College System,1072000,1072000.0,Education and Workforce Development,,,Training Program,,,,,multi-sector,,VA POWER Regular Resource FUll,EM281131660A51,1,51760,51760,City of Richmond,0.1284045168303838,0.0,0.0,0,1,,Transitional,7.6,37448.0,25.6,93.1,100.9,166.6,1904.0,3.0,94155.0,7704.0,214114.0,50681.0
318,ETA,2017,Virginia,Richmond,Virginia Community College System,400000,105034.0,Education and Workforce Development,,,Training Program,,,,,multi-sector,,VA POWER Regular Resource FUll,EM281131660A51,1,51760,51760,City of Richmond,0.1284045168303838,0.0,0.0,0,1,,Transitional,6.8,38725.0,25.5,94.3,101.6,163.8,1809.0,3.0,103208.0,7521.0,217853.0,51295.0
352,EDA,2016,Washington,Centralia,Centralia College,301916,152097.0,Education and Workforce Development,,,Infrastructure Investment,,,Equipment and Materials,,undetermined/not specific,,,077907377,1,53041,53041,Lewis County,0.06960439997349413,-0.46153846153846156,-0.46153846153846156,0,0,,At-Risk,12.4,23181.0,15.4,152.7,62.4,100.4,2407.0,4.0,25701.0,3643.0,75081.0,11457.0
353,EDA,2018,Washington,Chehalis,Lewis County Economic Development Council,300000,,Business Development,,,Technical Assistance,,,,,undetermined/not specific,,,077907462,1,53041,53041,Lewis County,0.06960439997349413,-0.46153846153846156,-0.46153846153846156,0,0,,Transitional,9.3,26366.0,16.3,148.6,66.3,105.4,2217.0,3.0,28103.0,2887.0,75882.0,12126.0
350,EDA,2017,Washington,Centralia,Industrial Park at TransAlta,100000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,077907425,1,53041,53041,Lewis County,0.06960439997349413,-0.46153846153846156,-0.46153846153846156,0,0,,Transitional,10.7,25234.0,16.8,148.1,66.2,107.7,2294.0,3.0,28165.0,3362.0,75128.0,12472.0
349,EDA,2015,Washington,Chehalis,Lewis County Economic Development Council,124000,124000.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,078607271,1,53041,53041,Lewis County,0.06960439997349413,-0.46153846153846156,-0.46153846153846156,0,0,,At-Risk,13.2,22061.0,13.9,148.8,60.9,93.4,2341.0,4.0,26394.0,4019.0,75621.0,10310.0
351,EDA,2017,Washington,Chehalis,Lewis County Economic Development Council,350000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,"077907388

",1,53041,53041,Lewis County,0.06960439997349413,-0.46153846153846156,-0.46153846153846156,0,0,,Transitional,10.7,25234.0,16.8,148.1,66.2,107.7,2294.0,3.0,28165.0,3362.0,75128.0,12472.0
376,EDA,2020,West Virginia,Philippi,City of Philippi,2000000,,Business Development,,,Infrastructure Investment,,,Water/Wastewater,,coal mining,,,017914908,1,54001,54001,Barbour County,-0.008921574537344023,-0.31873479318734793,-0.31873479318734793,0,0,ARC,At-Risk,6.7,20167.0,22.5,138.0,47.1,154.4,2796.0,4.0,6459.0,461.0,16497.0,3623.0
385,EDA,2015,West Virginia,Union,Town of Union,826400,826400.0,Economic Asset Development,,,Infrastructure Investment,,,Water/Wastewater,,undetermined/not specific,,UTC Water Project,017914702,1,54001,54001,Barbour,-0.008921574537344023,-0.31873479318734793,-0.31873479318734793,0,0,ARC,At-Risk,8.7,18408.0,17.1,98.3,50.8,115.0,2378.0,4.0,6254.0,598.0,16493.0,2741.0
377,EDA,2017,West Virginia,Sutton,Flatwoods Canoe Run Public Service District,1478100,,Economic Asset Development,,,Infrastructure Investment,,,Water/Wastewater,,undetermined/not specific,,,"017914770

",1,54007,54007,Braxton County,-0.038972664050127385,0.0,0.0,0,1,ARC,At-Risk,10.0,18898.0,21.3,138.9,49.6,136.5,2766.0,4.0,4808.0,535.0,14463.0,2960.0
470,ARC,2020,West Virginia,Huntington,"Thundercloud, Inc.",2353788,,Economic Asset Development,,,Infrastructure Investment,,,Broadband,,,,Thundercloud Gigabit City Deployment,,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,4.9,27827.0,23.2,102.0,64.9,159.3,2241.0,3.0,39242.0,2033.0,94958.0,21376.0
428,ARC,2017,West Virginia,Huntington,"Region II Development Council, Inc.",100000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Infrastructure Investment,,,Building Construction/Renovation,,Tourism/hospitality industry/outdoor recreation,,Appalachian Heartland Highway Initiative,,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,5.9,27099.0,22.6,82.4,71.1,144.6,1918.0,3.0,40032.0,2525.0,97109.0,20973.0
430,ARC,2017,West Virginia,Huntington,"Unlimited Future, Inc.",36700,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Workforce Training Program Planning;Infrastructure investment,,,Building Construction/Renovation,,,,Beefing Up the Local Food Economy,,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,5.9,27099.0,22.6,82.4,71.1,144.6,1918.0,3.0,40032.0,2525.0,97109.0,20973.0
440,ARC,2018,West Virginia,Huntington,Marshall University Research Corporation,1502938,,Education and Workforce Development,Business Development,,Training Program;Infrastructure Investment,Technical Assistance,,Equipment and Materials,,"Forestry, farming",,Sprouting Farms,,1,54011,54011,Cabell County,-0.04541160103406389,0.0,0.0,0,1,ARC,Transitional,5.5,27495.0,21.7,88.3,69.1,140.0,1908.0,3.0,39785.0,2331.0,96844.0,20110.0
